location,datetime,sensorType,value
Noora's farm,2019-05-07T07:55:00.875Z,temperature,28.3
Noora's farm,2019-05-08T10:48:26.610Z,pH,6.59
Noora's farm,2019-05-08T10:48:26.610Z,rainFall,0
Noora's farm,2019-05-07T21:31:50.996Z,temperature,9.7
Noora's farm,2019-05-09T05:53:02.351Z,pH,6.10
Noora's farm,2019-05-09T05:53:02.351Z,rainFall,0
Noora's farm,2019-05-10T00:48:07.578Z,pH,6.39
Noora's farm,2019-05-10T00:48:07.578Z,rainFall,0
Noora's farm,2019-05-10T13:57:39.439Z,temperature,19.0
Noora's farm,2019-05-11T01:42:32.668Z,pH,6.27
Noora's farm,2019-05-11T01:42:32.668Z,rainFall,3.1
Noora's farm,2019-05-11T09:37:13.633Z,temperature,24.9
Noora's farm,2019-05-12T10:04:31.950Z,pH,6.09
Noora's farm,2019-05-12T10:04:31.950Z,rainFall,3.2
Noora's farm,2019-05-12T16:41:34.201Z,temperature,15.6
Noora's farm,2019-05-13T10:05:28.558Z,pH,6.55
Noora's farm,2019-05-13T10:05:28.558Z,rainFall,0
Noora's farm,2019-05-13T05:16:42.360Z,temperature,21.5
Noora's farm,2019-05-13T02:43:28.016Z,temperature,19.8
Noora's farm,2019-05-14T02:43:28.016Z,pH,5.69
Noora's farm,2019-05-14T02:43:28.016Z,rainFall,3.3
Noora's farm,2019-05-14T10:05:34.744Z,temperature,28.6
Noora's farm,2019-05-15T04:12:09.191Z,pH,6.05
Noora's farm,2019-05-15T04:12:09.191Z,rainFall,0
Noora's farm,2019-05-14T23:05:45.414Z,temperature,12.1
Noora's farm,2019-05-15T16:01:39.442Z,temperature,15.0
Noora's farm,2019-05-15T18:29:37.517Z,temperature,13.0
Noora's farm,2019-05-16T18:29:37.517Z,pH,6.40
Noora's farm,2019-05-16T18:29:37.517Z,rainFall,0
Noora's farm,2019-05-17T01:20:43.792Z,pH,5.91
Noora's farm,2019-05-17T01:20:43.792Z,rainFall,0
Noora's farm,2019-05-17T11:42:57.355Z,temperature,17.2
Noora's farm,2019-05-18T11:42:57.355Z,pH,6.38
Noora's farm,2019-05-18T11:42:57.355Z,rainFall,193.8
Noora's farm,2019-05-18T10:52:08.680Z,temperature,25.5
Noora's farm,2019-05-19T08:03:39.680Z,pH,6.27
Noora's farm,2019-05-19T08:03:39.680Z,rainFall,3.5
Noora's farm,2019-05-19T13:19:09.964Z,temperature,22.1
Noora's farm,2019-05-20T14:23:00.691Z,pH,6.09
Noora's farm,2019-05-20T14:23:00.691Z,rainFall,0
Noora's farm,2019-05-20T03:18:02.257Z,temperature,27.8
Noora's farm,2019-05-21T12:50:04.190Z,pH,5.84
Noora's farm,2019-05-21T12:50:04.190Z,rainFall,0
Noora's farm,2019-05-21T18:09:14.040Z,temperature,15.4
Noora's farm,2019-05-22T18:09:14.040Z,pH,6.24
Noora's farm,2019-05-22T18:09:14.040Z,rainFall,0
Noora's farm,2019-05-22T18:15:19.098Z,temperature,19.0
Noora's farm,2019-05-23T18:15:19.098Z,pH,6.54
Noora's farm,2019-05-23T18:15:19.098Z,rainFall,0
Noora's farm,2019-05-24T07:07:39.094Z,pH,6.48
Noora's farm,2019-05-24T07:07:39.094Z,rainFall,3.6
Noora's farm,2019-05-25T06:23:44.973Z,pH,5.72
Noora's farm,2019-05-25T06:23:44.973Z,rainFall,0
Noora's farm,2019-05-25T20:22:57.425Z,temperature,13.6
Noora's farm,2019-05-26T20:22:57.425Z,pH,6.29
Noora's farm,2019-05-26T20:22:57.425Z,rainFall,0
Noora's farm,2019-05-26T12:23:29.306Z,temperature,27.0
Noora's farm,2019-05-27T12:23:29.306Z,pH,5.74
Noora's farm,2019-05-27T12:23:29.306Z,rainFall,0
Noora's farm,2019-05-28T11:11:04.047Z,pH,6.16
Noora's farm,2019-05-28T11:11:04.047Z,rainFall,3.5
Noora's farm,2019-05-28T04:59:47.588Z,temperature,28.4
Noora's farm,2019-05-29T04:59:47.588Z,pH,6.49
Noora's farm,2019-05-29T04:59:47.588Z,rainFall,0
Noora's farm,2019-05-28T21:12:10.604Z,temperature,16.5
Noora's farm,2019-05-29T21:12:10.604Z,pH,6.60
Noora's farm,2019-05-29T21:12:10.604Z,rainFall,0
Noora's farm,2019-05-30T12:55:38.176Z,temperature,28.5
Noora's farm,2019-05-31T12:55:38.176Z,pH,6.45
Noora's farm,2019-05-31T12:55:38.176Z,rainFall,0
Noora's farm,2019-05-30T22:17:22.226Z,temperature,18.5
Noora's farm,2019-05-31T20:46:06.748Z,temperature,18.0
Noora's farm,2019-06-01T03:06:43.553Z,pH,6.62
Noora's farm,2019-06-01T03:06:43.553Z,rainFall,4.0
Noora's farm,2019-06-01T02:10:50.750Z,temperature,17.9
Noora's farm,2019-06-01T04:16:10.246Z,temperature,18.7
Noora's farm,2019-06-02T04:16:10.246Z,pH,5.93
Noora's farm,2019-06-02T04:16:10.246Z,rainFall,5.4
Noora's farm,2019-06-02T11:40:59.682Z,temperature,29.0
Noora's farm,2019-06-03T11:40:59.682Z,pH,6.00
Noora's farm,2019-06-03T11:40:59.682Z,rainFall,122.2
Noora's farm,2019-06-04T05:39:49.794Z,pH,5.81
Noora's farm,2019-06-04T05:39:49.794Z,rainFall,0
Noora's farm,2019-06-05T02:29:22.720Z,pH,6.48
Noora's farm,2019-06-05T02:29:22.720Z,rainFall,4.0
Noora's farm,2019-06-05T06:00:56.526Z,temperature,31.3
Noora's farm,2019-06-06T06:00:56.526Z,pH,5.97
Noora's farm,2019-06-06T06:00:56.526Z,rainFall,0
Noora's farm,2019-06-07T18:09:46.596Z,pH,5.63
Noora's farm,2019-06-07T18:09:46.596Z,rainFall,4.2
Noora's farm,2019-06-07T16:37:16.630Z,temperature,28.4
Noora's farm,2019-06-08T16:37:16.630Z,pH,5.70
Noora's farm,2019-06-08T16:37:16.630Z,rainFall,0
Noora's farm,2019-06-09T11:22:17.249Z,pH,6.51
Noora's farm,2019-06-09T11:22:17.249Z,rainFall,6.8
Noora's farm,2019-06-09T19:29:48.269Z,temperature,17.4
Noora's farm,2019-06-10T19:29:48.269Z,pH,6.05
Noora's farm,2019-06-10T19:29:48.269Z,rainFall,0
Noora's farm,2019-06-09T21:43:35.391Z,temperature,19.4
Noora's farm,2019-06-11T08:09:29.526Z,pH,5.67
Noora's farm,2019-06-11T08:09:29.526Z,rainFall,3.4
Noora's farm,2019-06-12T11:32:26.868Z,pH,6.08
Noora's farm,2019-06-12T11:32:26.868Z,rainFall,5.9
Noora's farm,2019-06-12T11:06:26.058Z,temperature,26.5
Noora's farm,2019-06-13T08:26:35.095Z,pH,6.01
Noora's farm,2019-06-13T08:26:35.095Z,rainFall,0
Noora's farm,2019-06-13T14:29:19.313Z,temperature,31.0
Noora's farm,2019-06-14T02:49:06.707Z,pH,6.50
Noora's farm,2019-06-14T02:49:06.707Z,rainFall,7.0
Noora's farm,2019-06-15T11:12:22.600Z,pH,6.42
Noora's farm,2019-06-15T11:12:22.600Z,rainFall,9.6
Noora's farm,2019-06-16T05:31:23.744Z,pH,6.55
Noora's farm,2019-06-16T05:31:23.744Z,rainFall,0
Noora's farm,2019-06-16T01:01:27.368Z,temperature,15.2
Noora's farm,2019-06-17T08:11:53.242Z,pH,5.96
Noora's farm,2019-06-17T08:11:53.242Z,rainFall,0
Noora's farm,2019-06-18T13:18:15.085Z,pH,6.01
Noora's farm,2019-06-18T13:18:15.085Z,rainFall,4.7
Noora's farm,2019-06-18T08:24:26.898Z,temperature,31.8
Noora's farm,2019-06-19T08:24:26.898Z,pH,6.34
Noora's farm,2019-06-19T08:24:26.898Z,rainFall,4.6
Noora's farm,2019-06-20T10:36:57.092Z,pH,6.39
Noora's farm,2019-06-20T10:36:57.092Z,rainFall,0
Noora's farm,2019-06-19T21:51:31.490Z,temperature,16.1
Noora's farm,2019-06-21T00:50:28.225Z,pH,6.52
Noora's farm,2019-06-21T00:50:28.225Z,rainFall,0
Noora's farm,2019-06-22T00:06:56.646Z,pH,6.21
Noora's farm,2019-06-22T00:06:56.646Z,rainFall,3.7
Noora's farm,2019-06-21T21:52:15.666Z,temperature,13.2
Noora's farm,2019-06-23T00:57:02.392Z,pH,6.41
Noora's farm,2019-06-23T00:57:02.392Z,rainFall,0
Noora's farm,2019-06-24T13:22:52.692Z,pH,5.84
Noora's farm,2019-06-24T13:22:52.692Z,rainFall,0
Noora's farm,2019-06-25T18:25:51.275Z,pH,6.00
Noora's farm,2019-06-25T18:25:51.275Z,rainFall,0
Noora's farm,2019-06-26T05:15:01.509Z,pH,5.81
Noora's farm,2019-06-26T05:15:01.509Z,rainFall,0
Noora's farm,2019-06-26T12:39:38.485Z,temperature,26.9
Noora's farm,2019-06-27T12:39:38.485Z,pH,6.41
Noora's farm,2019-06-27T12:39:38.485Z,rainFall,0
Noora's farm,2019-06-28T08:49:29.342Z,pH,5.64
Noora's farm,2019-06-28T08:49:29.342Z,rainFall,0
Noora's farm,2019-06-29T00:09:17.002Z,pH,6.15
Noora's farm,2019-06-29T00:09:17.002Z,rainFall,0
Noora's farm,2019-06-30T20:25:57.216Z,pH,6.58
Noora's farm,2019-06-30T20:25:57.216Z,rainFall,0
Noora's farm,2019-07-01T02:35:44.743Z,pH,5.88
Noora's farm,2019-07-01T02:35:44.743Z,rainFall,6.3
Noora's farm,2019-07-02T07:23:31.368Z,pH,6.30
Noora's farm,2019-07-02T07:23:31.368Z,rainFall,0
Noora's farm,2019-07-03T11:18:51.541Z,pH,5.95
Noora's farm,2019-07-03T11:18:51.541Z,rainFall,6.0
Noora's farm,2019-07-04T20:05:32.011Z,pH,6.39
Noora's farm,2019-07-04T20:05:32.011Z,rainFall,0
Noora's farm,2019-07-05T02:06:00.292Z,pH,5.76
Noora's farm,2019-07-05T02:06:00.292Z,rainFall,4.8
Noora's farm,2019-07-06T01:08:50.664Z,pH,6.57
Noora's farm,2019-07-06T01:08:50.664Z,rainFall,0
Noora's farm,2019-07-07T05:48:43.671Z,pH,6.58
Noora's farm,2019-07-07T05:48:43.671Z,rainFall,0
Noora's farm,2019-07-08T02:46:47.661Z,pH,5.83
Noora's farm,2019-07-08T02:46:47.661Z,rainFall,0
Noora's farm,2019-07-09T08:36:44.764Z,pH,5.89
Noora's farm,2019-07-09T08:36:44.764Z,rainFall,2.4
Noora's farm,2019-07-09T07:37:23.462Z,temperature,32.4
Noora's farm,2019-07-10T07:37:23.462Z,pH,5.89
Noora's farm,2019-07-10T07:37:23.462Z,rainFall,0
Noora's farm,2019-07-10T00:29:51.061Z,temperature,17.1
Noora's farm,2019-07-11T00:29:51.061Z,pH,6.52
Noora's farm,2019-07-11T00:29:51.061Z,rainFall,5.8
Noora's farm,2019-07-12T18:38:32.637Z,pH,5.80
Noora's farm,2019-07-12T18:38:32.637Z,rainFall,0
Noora's farm,2019-07-13T01:24:29.361Z,pH,5.89
Noora's farm,2019-07-13T01:24:29.361Z,rainFall,0
Noora's farm,2019-07-14T10:40:12.822Z,pH,6.34
Noora's farm,2019-07-14T10:40:12.822Z,rainFall,0
Noora's farm,2019-07-15T02:03:32.069Z,pH,6.00
Noora's farm,2019-07-15T02:03:32.069Z,rainFall,0
Noora's farm,2019-07-14T21:24:09.310Z,temperature,16.3
Noora's farm,2019-07-15T21:24:09.310Z,pH,5.70
Noora's farm,2019-07-15T21:24:09.310Z,rainFall,0
Noora's farm,2019-07-17T13:44:35.962Z,pH,5.79
Noora's farm,2019-07-17T13:44:35.962Z,rainFall,0
Noora's farm,2019-07-17T01:55:09.834Z,temperature,15.5
Noora's farm,2019-07-18T09:45:15.932Z,pH,6.38
Noora's farm,2019-07-18T09:45:15.932Z,rainFall,4.1
Noora's farm,2019-07-19T06:41:37.322Z,pH,5.63
Noora's farm,2019-07-19T06:41:37.322Z,rainFall,4.6
Noora's farm,2019-07-20T19:19:36.192Z,pH,6.20
Noora's farm,2019-07-20T19:19:36.192Z,rainFall,3.8
Noora's farm,2019-07-21T10:16:19.611Z,pH,6.03
Noora's farm,2019-07-21T10:16:19.611Z,rainFall,0
Noora's farm,2019-07-21T06:54:40.242Z,temperature,28.8
Noora's farm,2019-07-22T06:54:40.242Z,pH,6.37
Noora's farm,2019-07-22T06:54:40.242Z,rainFall,5.5
Noora's farm,2019-07-23T00:52:20.999Z,pH,6.58
Noora's farm,2019-07-23T00:52:20.999Z,rainFall,4.5
Noora's farm,2019-07-23T16:00:55.465Z,temperature,30.1
Noora's farm,2019-07-23T11:55:44.991Z,temperature,32.1
Noora's farm,2019-07-24T03:40:04.194Z,pH,6.45
Noora's farm,2019-07-24T03:40:04.194Z,rainFall,0
Noora's farm,2019-07-24T02:37:10.314Z,temperature,22.4
Noora's farm,2019-07-23T23:02:22.457Z,temperature,19.4
Noora's farm,2019-07-25T05:43:17.512Z,pH,5.86
Noora's farm,2019-07-25T05:43:17.512Z,rainFall,3.7
Noora's farm,2019-07-25T21:17:20.759Z,pH,5.99
Noora's farm,2019-07-25T21:17:20.759Z,rainFall,0
Noora's farm,2019-07-27T09:12:46.588Z,pH,6.59
Noora's farm,2019-07-27T09:12:46.588Z,rainFall,0
Noora's farm,2019-07-27T03:13:31.211Z,temperature,20.2
Noora's farm,2019-07-28T03:13:31.211Z,pH,6.43
Noora's farm,2019-07-28T03:13:31.211Z,rainFall,0
Noora's farm,2019-07-29T04:33:38.858Z,pH,6.30
Noora's farm,2019-07-29T04:33:38.858Z,rainFall,0
Noora's farm,2019-07-30T10:39:23.581Z,pH,5.72
Noora's farm,2019-07-30T10:39:23.581Z,rainFall,185.6
Noora's farm,2019-07-30T13:41:22.680Z,temperature,15.6
Noora's farm,2019-07-31T10:35:21.616Z,pH,6.32
Noora's farm,2019-07-31T10:35:21.616Z,rainFall,0
Noora's farm,2019-07-31T22:42:50.975Z,pH,6.35
Noora's farm,2019-07-31T22:42:50.975Z,rainFall,0
Noora's farm,2019-08-02T02:15:05.355Z,pH,6.02
Noora's farm,2019-08-02T02:15:05.355Z,rainFall,4.2
Noora's farm,2019-08-03T05:43:45.053Z,pH,6.37
Noora's farm,2019-08-03T05:43:45.053Z,rainFall,0
Noora's farm,2019-08-04T10:19:44.153Z,pH,5.77
Noora's farm,2019-08-04T10:19:44.153Z,rainFall,0
Noora's farm,2019-08-04T10:59:25.910Z,temperature,21.0
Noora's farm,2019-08-05T10:59:25.910Z,pH,5.73
Noora's farm,2019-08-05T10:59:25.910Z,rainFall,0
Noora's farm,2019-08-06T16:18:16.930Z,pH,5.72
Noora's farm,2019-08-06T16:18:16.930Z,rainFall,0
Noora's farm,2019-08-06T00:46:27.442Z,temperature,17.9
Noora's farm,2019-08-07T14:46:05.607Z,pH,6.46
Noora's farm,2019-08-07T14:46:05.607Z,rainFall,8.7
Noora's farm,2019-08-08T13:32:08.663Z,pH,5.73
Noora's farm,2019-08-08T13:32:08.663Z,rainFall,3.7
Noora's farm,2019-08-08T14:48:26.241Z,temperature,29.2
Noora's farm,2019-08-08T21:16:08.367Z,pH,5.83
Noora's farm,2019-08-08T21:16:08.367Z,rainFall,3.5
Noora's farm,2019-08-09T21:05:08.329Z,pH,5.96
Noora's farm,2019-08-09T21:05:08.329Z,rainFall,2.7
Noora's farm,2019-08-11T12:44:57.837Z,pH,6.52
Noora's farm,2019-08-11T12:44:57.837Z,rainFall,0
Noora's farm,2019-08-12T17:56:16.329Z,pH,6.05
Noora's farm,2019-08-12T17:56:16.329Z,rainFall,0
Noora's farm,2019-08-13T17:08:28.117Z,pH,6.61
Noora's farm,2019-08-13T17:08:28.117Z,rainFall,8.8
Noora's farm,2019-08-14T17:34:17.525Z,pH,6.51
Noora's farm,2019-08-14T17:34:17.525Z,rainFall,0
Noora's farm,2019-08-15T04:37:29.779Z,pH,6.38
Noora's farm,2019-08-15T04:37:29.779Z,rainFall,5.7
Noora's farm,2019-08-15T00:12:38.906Z,temperature,12.9
Noora's farm,2019-08-16T00:12:38.906Z,pH,5.81
Noora's farm,2019-08-16T00:12:38.906Z,rainFall,0
Noora's farm,2019-08-17T08:11:45.382Z,pH,5.94
Noora's farm,2019-08-17T08:11:45.382Z,rainFall,0
Noora's farm,2019-08-18T08:45:21.953Z,pH,6.06
Noora's farm,2019-08-18T08:45:21.953Z,rainFall,4.5
Noora's farm,2019-08-19T09:53:45.107Z,pH,6.44
Noora's farm,2019-08-19T09:53:45.107Z,rainFall,132.9
Noora's farm,2019-08-20T17:54:43.168Z,pH,5.98
Noora's farm,2019-08-20T17:54:43.168Z,rainFall,5.1
Noora's farm,2019-08-20T01:55:08.681Z,temperature,12.0
Noora's farm,2019-08-21T01:55:08.681Z,pH,6.54
Noora's farm,2019-08-21T01:55:08.681Z,rainFall,3.8
Noora's farm,2019-08-22T00:05:55.561Z,pH,6.37
Noora's farm,2019-08-22T00:05:55.561Z,rainFall,2.9
Noora's farm,2019-08-22T10:09:29.322Z,temperature,27.4
Noora's farm,2019-08-23T20:25:05.922Z,pH,6.55
Noora's farm,2019-08-23T20:25:05.922Z,rainFall,0
Noora's farm,2019-08-24T03:36:16.201Z,pH,6.19
Noora's farm,2019-08-24T03:36:16.201Z,rainFall,0
Noora's farm,2019-08-24T19:09:10.977Z,temperature,11.0
Noora's farm,2019-08-25T19:09:10.977Z,pH,5.63
Noora's farm,2019-08-25T19:09:10.977Z,rainFall,4.6
Noora's farm,2019-08-26T20:37:22.521Z,pH,5.69
Noora's farm,2019-08-26T20:37:22.521Z,rainFall,0
Noora's farm,2019-08-27T06:32:08.897Z,pH,6.27
Noora's farm,2019-08-27T06:32:08.897Z,rainFall,4.4
Noora's farm,2019-08-28T01:52:20.550Z,pH,5.68
Noora's farm,2019-08-28T01:52:20.550Z,rainFall,0
Noora's farm,2019-08-29T08:13:10.413Z,pH,5.64
Noora's farm,2019-08-29T08:13:10.413Z,rainFall,3.6
Noora's farm,2019-08-29T03:44:15.765Z,temperature,25.9
Noora's farm,2019-08-30T03:44:15.765Z,pH,5.88
Noora's farm,2019-08-30T03:44:15.765Z,rainFall,0
Noora's farm,2019-08-31T01:28:51.996Z,pH,6.17
Noora's farm,2019-08-31T01:28:51.996Z,rainFall,0
Noora's farm,2019-09-01T14:21:57.866Z,pH,5.79
Noora's farm,2019-09-01T14:21:57.866Z,rainFall,0
Noora's farm,2019-09-02T19:12:55.854Z,pH,5.86
Noora's farm,2019-09-02T19:12:55.854Z,rainFall,0
Noora's farm,2019-09-03T04:11:16.756Z,pH,6.21
Noora's farm,2019-09-03T04:11:16.756Z,rainFall,0
Noora's farm,2019-09-04T18:12:50.742Z,pH,6.38
Noora's farm,2019-09-04T18:12:50.742Z,rainFall,7.4
Noora's farm,2019-09-05T20:05:13.255Z,pH,6.03
Noora's farm,2019-09-05T20:05:13.255Z,rainFall,0
Noora's farm,2019-09-05T10:07:14.488Z,temperature,26.9
Noora's farm,2019-09-06T10:07:14.488Z,pH,6.38
Noora's farm,2019-09-06T10:07:14.488Z,rainFall,0
Noora's farm,2019-09-06T03:47:53.425Z,temperature,12.1
Noora's farm,2019-09-07T03:47:53.425Z,pH,6.37
Noora's farm,2019-09-07T03:47:53.425Z,rainFall,0
Noora's farm,2019-09-08T10:31:55.019Z,pH,5.69
Noora's farm,2019-09-08T10:31:55.019Z,rainFall,0
Noora's farm,2019-09-08T22:20:32.827Z,pH,6.30
Noora's farm,2019-09-08T22:20:32.827Z,rainFall,0
Noora's farm,2019-09-10T03:38:25.127Z,pH,6.60
Noora's farm,2019-09-10T03:38:25.127Z,rainFall,3.7
Noora's farm,2019-09-11T19:02:14.291Z,pH,6.17
Noora's farm,2019-09-11T19:02:14.291Z,rainFall,0
Noora's farm,2019-09-12T12:37:36.029Z,pH,6.17
Noora's farm,2019-09-12T12:37:36.029Z,rainFall,2.4
Noora's farm,2019-09-11T21:43:01.101Z,temperature,9.2
Noora's farm,2019-09-13T06:36:24.078Z,pH,6.01
Noora's farm,2019-09-13T06:36:24.078Z,rainFall,0
Noora's farm,2019-09-14T01:16:04.290Z,pH,6.35
Noora's farm,2019-09-14T01:16:04.290Z,rainFall,4.7
Noora's farm,2019-09-14T08:25:33.255Z,temperature,24.2
Noora's farm,2019-09-15T05:41:13.421Z,pH,5.83
Noora's farm,2019-09-15T05:41:13.421Z,rainFall,3.6
Noora's farm,2019-09-14T23:05:31.458Z,temperature,6.5
Noora's farm,2019-09-16T01:33:01.708Z,pH,5.74
Noora's farm,2019-09-16T01:33:01.708Z,rainFall,2.9
Noora's farm,2019-09-16T12:56:00.969Z,temperature,21.0
Noora's farm,2019-09-17T12:56:00.969Z,pH,6.60
Noora's farm,2019-09-17T12:56:00.969Z,rainFall,0
Noora's farm,2019-09-18T12:49:12.898Z,pH,5.96
Noora's farm,2019-09-18T12:49:12.898Z,rainFall,0
Noora's farm,2019-09-19T07:44:29.126Z,pH,6.62
Noora's farm,2019-09-19T07:44:29.126Z,rainFall,0
Noora's farm,2019-09-20T08:21:10.625Z,pH,6.50
Noora's farm,2019-09-20T08:21:10.625Z,rainFall,4.1
Noora's farm,2019-09-21T05:01:10.951Z,pH,6.32
Noora's farm,2019-09-21T05:01:10.951Z,rainFall,2.3
Noora's farm,2019-09-22T19:43:31.169Z,pH,5.93
Noora's farm,2019-09-22T19:43:31.169Z,rainFall,0
Noora's farm,2019-09-23T17:34:09.930Z,pH,6.10
Noora's farm,2019-09-23T17:34:09.930Z,rainFall,152.3
Noora's farm,2019-09-23T21:08:09.521Z,pH,6.44
Noora's farm,2019-09-23T21:08:09.521Z,rainFall,1.5
Noora's farm,2019-09-24T12:38:48.875Z,temperature,12.7
Noora's farm,2019-09-25T12:38:48.875Z,pH,6.37
Noora's farm,2019-09-25T12:38:48.875Z,rainFall,0
Noora's farm,2019-09-24T21:16:28.526Z,temperature,3.7
Noora's farm,2019-09-25T21:16:28.526Z,pH,5.99
Noora's farm,2019-09-25T21:16:28.526Z,rainFall,5.5
Noora's farm,2019-09-27T15:23:13.319Z,pH,6.04
Noora's farm,2019-09-27T15:23:13.319Z,rainFall,4.7
Noora's farm,2019-09-27T06:19:15.427Z,temperature,20.9
Noora's farm,2019-09-28T06:19:15.427Z,pH,6.09
Noora's farm,2019-09-28T06:19:15.427Z,rainFall,0
Noora's farm,2019-09-29T15:01:03.157Z,pH,6.08
Noora's farm,2019-09-29T15:01:03.157Z,rainFall,0
Noora's farm,2019-09-29T09:37:11.059Z,temperature,20.2
Noora's farm,2019-09-30T09:37:11.059Z,pH,5.81
Noora's farm,2019-09-30T09:37:11.059Z,rainFall,0
Noora's farm,2019-09-30T01:21:36.008Z,temperature,5.4
Noora's farm,2019-10-01T18:41:12.164Z,pH,6.45
Noora's farm,2019-10-01T18:41:12.164Z,rainFall,3.8
Noora's farm,2019-10-01T08:31:14.320Z,temperature,19.5
Noora's farm,2019-10-02T20:53:57.892Z,pH,6.52
Noora's farm,2019-10-02T20:53:57.892Z,rainFall,2.7
Noora's farm,2019-10-01T21:39:58.460Z,temperature,10.0
Noora's farm,2019-10-02T21:39:58.460Z,pH,5.81
Noora's farm,2019-10-02T21:39:58.460Z,rainFall,3.2
Noora's farm,2019-10-03T01:08:41.271Z,temperature,6.1
Noora's farm,2019-10-04T01:08:41.271Z,pH,6.57
Noora's farm,2019-10-04T01:08:41.271Z,rainFall,2.5
Noora's farm,2019-10-05T13:48:32.958Z,pH,6.06
Noora's farm,2019-10-05T13:48:32.958Z,rainFall,3.9
Noora's farm,2019-10-05T21:36:14.866Z,pH,5.65
Noora's farm,2019-10-05T21:36:14.866Z,rainFall,0
Noora's farm,2019-10-07T00:16:29.640Z,pH,5.80
Noora's farm,2019-10-07T00:16:29.640Z,rainFall,5.1
Noora's farm,2019-10-08T08:52:58.766Z,pH,6.17
Noora's farm,2019-10-08T08:52:58.766Z,rainFall,0
Noora's farm,2019-10-09T15:56:12.714Z,pH,5.64
Noora's farm,2019-10-09T15:56:12.714Z,rainFall,4.2
Noora's farm,2019-10-10T15:29:42.535Z,pH,6.60
Noora's farm,2019-10-10T15:29:42.535Z,rainFall,0
Noora's farm,2019-10-11T05:51:06.027Z,pH,5.76
Noora's farm,2019-10-11T05:51:06.027Z,rainFall,3.5
Noora's farm,2019-10-10T21:26:58.785Z,temperature,7.5
Noora's farm,2019-10-12T20:48:17.725Z,pH,5.91
Noora's farm,2019-10-12T20:48:17.725Z,rainFall,0
Noora's farm,2019-10-12T14:05:01.663Z,temperature,18.7
Noora's farm,2019-10-13T08:49:47.879Z,pH,6.30
Noora's farm,2019-10-13T08:49:47.879Z,rainFall,5.8
Noora's farm,2019-10-14T20:08:21.989Z,pH,6.21
Noora's farm,2019-10-14T20:08:21.989Z,rainFall,3.7
Noora's farm,2019-10-15T05:30:39.038Z,pH,5.84
Noora's farm,2019-10-15T05:30:39.038Z,rainFall,5.5
Noora's farm,2019-10-15T00:54:23.339Z,temperature,0.3
Noora's farm,2019-10-15T23:44:27.633Z,pH,6.29
Noora's farm,2019-10-15T23:44:27.633Z,rainFall,4.1
Noora's farm,2019-10-17T07:20:17.433Z,pH,6.57
Noora's farm,2019-10-17T07:20:17.433Z,rainFall,0
Noora's farm,2019-10-17T06:43:48.430Z,temperature,16.6
Noora's farm,2019-10-18T09:52:45.318Z,pH,5.90
Noora's farm,2019-10-18T09:52:45.318Z,rainFall,2.7
Noora's farm,2019-10-18T05:20:24.002Z,temperature,6.6
Noora's farm,2019-10-19T05:20:24.002Z,pH,5.93
Noora's farm,2019-10-19T05:20:24.002Z,rainFall,2.4
Noora's farm,2019-10-18T22:13:04.488Z,temperature,-0.8
Noora's farm,2019-10-20T06:25:10.972Z,pH,6.30
Noora's farm,2019-10-20T06:25:10.972Z,rainFall,3.0
Noora's farm,2019-10-21T11:41:45.278Z,pH,6.09
Noora's farm,2019-10-21T11:41:45.278Z,rainFall,2.8
Noora's farm,2019-10-22T07:59:06.487Z,pH,5.75
Noora's farm,2019-10-22T07:59:06.487Z,rainFall,0
Noora's farm,2019-10-23T17:22:08.829Z,pH,6.50
Noora's farm,2019-10-23T17:22:08.829Z,rainFall,3.1
Noora's farm,2019-10-24T06:15:07.076Z,pH,5.69
Noora's farm,2019-10-24T06:15:07.076Z,rainFall,0
Noora's farm,2019-10-25T11:09:07.619Z,pH,5.77
Noora's farm,2019-10-25T11:09:07.619Z,rainFall,0
Noora's farm,2019-10-25T09:33:43.368Z,temperature,8.4
Noora's farm,2019-10-26T13:29:29.871Z,pH,6.39
Noora's farm,2019-10-26T13:29:29.871Z,rainFall,0
Noora's farm,2019-10-26T09:35:48.207Z,temperature,8.7
Noora's farm,2019-10-27T10:35:48.207Z,pH,5.66
Noora's farm,2019-10-27T10:35:48.207Z,rainFall,3.5
Noora's farm,2019-10-27T08:43:26.078Z,temperature,15.9
Noora's farm,2019-10-28T03:11:03.507Z,pH,6.33
Noora's farm,2019-10-28T03:11:03.507Z,rainFall,0
Noora's farm,2019-10-29T08:18:23.474Z,pH,6.26
Noora's farm,2019-10-29T08:18:23.474Z,rainFall,3.8
Noora's farm,2019-10-29T02:11:09.668Z,temperature,-0.9
Noora's farm,2019-10-30T07:15:25.793Z,pH,6.28
Noora's farm,2019-10-30T07:15:25.793Z,rainFall,2.6
Noora's farm,2019-10-30T02:00:56.610Z,temperature,-0.7
Noora's farm,2019-10-31T02:00:56.610Z,pH,6.38
Noora's farm,2019-10-31T02:00:56.610Z,rainFall,2.9
Noora's farm,2019-10-31T07:10:10.921Z,temperature,-0.2
Noora's farm,2019-11-01T07:10:10.921Z,pH,5.64
Noora's farm,2019-11-01T07:10:10.921Z,rainFall,3.3
Noora's farm,2019-11-01T19:36:37.937Z,temperature,-2.1
Noora's farm,2019-11-02T06:20:31.310Z,pH,6.55
Noora's farm,2019-11-02T06:20:31.310Z,rainFall,0
Noora's farm,2019-11-02T16:28:33.826Z,temperature,9.2
